Question ID,Answer
10192,"[('spin_(physics)', 0.12447619047619048), ('zeeman_effect', 0.09493382352941176), ('hemoglobin', 0.06695238095238096), ('niels_bohr', 0.0504), ('wittig_reaction', 0.026500000000000006), ('ether', 0.025833333333333333), ('liquid_crystal', 0.02033333333333334), ('serotonin', 0.0041666666666666675), ('power_(physics)', 0.0034000000000000002), ('magnetic_field', 0.0031666666666666666), ('angular_momentum', 0.00285)]"
103061,"[('microtubule', 0.06106349206349206), ('histone', 0.05449209956709957), ('raman_scattering', 0.052569079939668174), ('niels_bohr', 0.0512), ('momentum', 0.04335714285714285), ('angular_momentum', 0.03847777777777778), ('insulin', 0.034666666666666665), ('syphilis', 0.034499999999999996), ('spleen', 0.02657619047619048), ('friction', 0.026500000000000003), ('gibbs_free_energy', 0.025576190476190478)]"
104713,"[('paramagnetism', 0.1005), ('hall_effect', 0.1), ('titanium', 0.1), ('mitochondrion', 0.051000000000000004), ('pauli_exclusion_principle', 0.03333333333333333), ('bose-einstein_condensate', 0.020500000000000004), ('raman_scattering', 0.02026666666666667), ('zeeman_effect', 0.011311111111111112), ('insulin', 0.0015), ('doppler_effect', 0.0015), ('corpus_callosum', 0.001)]"
104825,"[('microtubule', 0.20259801587301585), ('transfer_rna', 0.10434285714285717), ('zeeman_effect', 0.08547175642984466), ('raman_scattering', 0.03450608974358974), ('cyclohexane', 0.033666666666666664), ('neutron', 0.025715277777777778), ('antibody', 0.02091929824561404), ('equilibrium_constant', 0.004), ('colligative_properties', 0.0037), ('amine', 0.00365), ('liquid_crystal', 0.0035833333333333333)]"
10493,"[('bose-einstein_condensate', 0.25136507936507935), ('birefringence', 0.15686666666666665), ('ferromagnetism', 0.1561234487734488), ('spin_(physics)', 0.15091666666666667), ('equilibrium_constant', 0.15083333333333332), ('capacitor', 0.1505), ('edward_jenner', 0.15), ('helmholtz_free_energy', 0.1269166666666667), ('phloem', 0.10820238095238097), ('zeeman_effect', 0.10202391774891777), ('neutrino', 0.10133333333333334)]"
105007,"[('zeeman_effect', 0.1385787157287157), ('doppler_effect', 0.1177), ('spin_(physics)', 0.10208333333333337), ('redshift', 0.07266666666666667), ('ernest_rutherford', 0.07183333333333335), ('polarization_(waves)', 0.06816666666666665), ('niels_bohr', 0.0547), ('angular_momentum', 0.051533333333333334), ('infrared_spectroscopy', 0.051333333333333335), ('diffusion', 0.051250000000000004), ('dark_energy', 0.05)]"
10521,"[('raman_scattering', 0.08638369963369966), ('piezoelectricity', 0.05107142857142857), ('capacitance', 0.05053333333333333), ('triton_(moon)', 0.0505), ('adrenal_gland', 0.05), ('paramagnetism', 0.034805555555555555), ('retina', 0.033916666666666664), ('vapor_pressure', 0.03347619047619047), ('aldosterone', 0.025500000000000002), ('ester', 0.02545), ('antibody', 0.025400000000000002)]"
10689,"[('sulfuric_acid', 0.06683333333333333), ('dark_matter', 0.0517), ('ferromagnetism', 0.03375757575757576), ('higgs_boson', 0.025), ('zeeman_effect', 0.018435679970436068), ('raman_scattering', 0.0015170329670329671), ('diffusion', 0.0015), ('peptidoglycan', 0.0013333333333333333), ('bose-einstein_condensate', 0.0012833333333333334), ('compton_scattering', 0.0011825396825396826), ('corpus_callosum', 0.0011666666666666668)]"
107429,"[('hemoglobin', 0.10003703703703705), ('insulin', 0.06804347826086957), ('polarization_(waves)', 0.06706666666666668), ('zeeman_effect', 0.05092112511671336), ('spin_(physics)', 0.03450952380952382), ('niels_bohr', 0.033666666666666664), ('vapor_pressure', 0.027454761904761912), ('vorticity', 0.025971367521367524), ('electronegativity', 0.025958333333333333), ('entropy', 0.025833333333333333), ('torque', 0.02527884615384616)]"
107471,"[('fugacity', 0.05065), ('helmholtz_free_energy', 0.03483333333333333), ('diffraction', 0.03400757575757576), ('neutron', 0.026213480392156863), ('pancreas', 0.025833333333333337), ('dark_energy', 0.025125), ('torque', 0.021033333333333338), ('zeeman_effect', 0.015561904761904761), ('magnetic_monopole', 0.0036102564102564105), ('friction', 0.0025), ('colligative_properties', 0.0025)]"
108094,"[('pancreas', 0.28795452028591556), ('phloem', 0.19254329004329), ('lysosome', 0.15083333333333332), ('cyclohexane', 0.15078333333333332), ('hemoglobin', 0.10174074074074073), ('angular_momentum', 0.1017), ('fugacity', 0.10122875816993465), ('titanium', 0.07572222222222222), ('glycine', 0.07566666666666666), ('gibbs_free_energy', 0.06706666666666666), ('cyclic_adenosine_monophosphate', 0.03758333333333333)]"
108535,"[('wittig_reaction', 0.13802196969696967), ('niels_bohr', 0.13583333333333333), ('arrhenius_equation', 0.10500000000000001), ('glycine', 0.07722222222222222), ('lysosome', 0.051500000000000004), ('ester', 0.03945833333333334), ('vapor_pressure', 0.017892857142857144), ('alkene', 0.005633333333333334), ('equilibrium_constant', 0.0055), ('insulin', 0.00405952380952381), ('photoelectric_effect', 0.004)]"
110054,"[('sulfuric_acid', 0.13392222222222222), ('ernest_rutherford', 0.101), ('histone', 0.10086904761904762), ('cellulose', 0.1), ('hemoglobin', 0.06777989417989418), ('peptidoglycan', 0.0675), ('fugacity', 0.06712549019607844), ('chlorophyll_a', 0.06686666666666667), ('cholesterol', 0.06147916666666667), ('insulin', 0.060960144927536236), ('electronegativity', 0.05129166666666667)]"
112693,"[('hemoglobin', 0.10025), ('wittig_reaction', 0.06841666666666667), ('chlorophyll_a', 0.06776666666666667), ('ether', 0.0675), ('cyclohexane', 0.06666666666666667), ('electronegativity', 0.051500000000000004), ('colligative_properties', 0.051000000000000004), ('cherenkov_radiation', 0.05065), ('ketone', 0.050340909090909096), ('photoelectric_effect', 0.035333333333333335), ('diffraction', 0.03372222222222222)]"
113057,"[('hemoglobin', 0.0505), ('wittig_reaction', 0.033952272727272734), ('caenorhabditis_elegans', 0.03333333333333333), ('moment_of_inertia', 0.021000000000000005), ('raman_scattering', 0.02033333333333334), ('electron_transport_chain', 0.002333333333333333), ('alcohol', 0.0018690476190476191), ('chlorophyll_a', 0.0016500000000000002), ('ester', 0.0015333333333333336), ('glycine', 0.0015213675213675212), ('atp_synthase', 0.0015)]"
113659,"[('magnetic_field', 0.14879166666666666), ('vorticity', 0.11299981684981683), ('doppler_effect', 0.10346666666666667), ('bacteriophage', 0.10153333333333334), ('vapor_pressure', 0.09489215686274508), ('angular_momentum', 0.07848205128205131), ('raman_scattering', 0.07717072829131655), ('torque', 0.07710828877005348), ('spin_(physics)', 0.07233333333333332), ('helmholtz_free_energy', 0.06812222222222222), ('zeeman_effect', 0.05273212976247409)]"
113813,"[('amine', 0.05), ('ether', 0.05), ('alkene', 0.03353333333333333), ('ester', 0.0334), ('fugacity', 0.0015), ('hydrazine', 0.0011250000000000001), ('adenosine_triphosphate', 0.001), ('electron_transport_chain', 0.001), ('malaria', 0.001), ('redshift', 0.001), ('fermentation', 0.001)]"
115780,"[('lysosome', 0.05), ('capacitance', 0.05), ('titanium', 0.05), ('adenosine_triphosphate', 0.001), ('fugacity', 0.001), ('hydrazine', 0.001), ('fermentation', 0.001), ('paramagnetism', 0.001), ('surface_tension', 0.001), ('sulfuric_acid', 0.0005), ('aspirin', 0.0005)]"
116389,"[('apoptosis', 0.2023742424242424), ('vitamin_k', 0.20125), ('histone', 0.20106709956709956), ('glycine', 0.16023449883449883), ('atp_synthase', 0.15778535353535353), ('mitochondrion', 0.12235656565656569), ('neutron', 0.1206959706959707), ('ferromagnetism', 0.11833333333333335), ('infrared_spectroscopy', 0.10147619047619048), ('bacteriophage', 0.10020000000000001), ('angular_momentum', 0.051899999999999995)]"
122430,"[('neutrino', 0.1554206349206349), ('bose-einstein_condensate', 0.13646230158730158), ('mitochondrion', 0.10109311355311357), ('arrhenius_equation', 0.06787896825396826), ('aspirin', 0.06716666666666667), ('angular_momentum', 0.053499999999999985), ('friction', 0.052000000000000005), ('fugacity', 0.05150238095238096), ('cherenkov_radiation', 0.05111904761904762), ('hall_effect', 0.05091666666666667), ('neutron', 0.04821674836601307)]"
145558,"[('spleen', 0.2013), ('liver', 0.10247777777777776), ('pancreas', 0.06832467532467533), ('satyendra_nath_bose', 0.034999999999999996), ('chromatography', 0.0035), ('birefringence', 0.0031111111111111114), ('helmholtz_free_energy', 0.003033333333333333), ('viscosity', 0.003), ('cherenkov_radiation', 0.002666666666666667), ('bose-einstein_condensate', 0.002666666666666667), ('mitochondrion', 0.0026666666666666666)]"
