Question ID,Answer
103740,"[('diwali', 0.10231114551083591), ('the_theory_of_the_leisure_class', 0.08052930402930399), ('civilization_and_its_discontents', 0.06615467032967033), ('georg_wilhelm_friedrich_hegel', 0.05791627087198516), ('the_consolation_of_philosophy', 0.05612626262626262), ('an_enquiry_concerning_human_understanding', 0.055725000000000004), ('thorstein_veblen', 0.0553782247765007), ('daniel', 0.05485952380952381), ('seychelles', 0.05432662337662338), ('artemis', 0.054136904761904754), ('athena', 0.053243589743589746)]"
105077,"[('rigveda', 0.03356709956709958), ('daniel', 0.02506785714285714), ('indra', 0.020768478260869572), ('rosh_hashanah', 0.020082502768549282), ('upanishads', 0.014374675324675325), ('agni', 0.01254066640430277), (""arrow's_impossibility_theorem"", 0.0018333333333333333), ('cognitive_dissonance', 0.0015769230769230769), ('stigmata', 0.001266666666666667), ('demeter', 0.0012000000000000001), ('hera', 0.001072196620583717)]"
105189,"[('bystander_effect', 0.12414427878174684), ('stigmata', 0.05593888888888889), ('phillips_curve', 0.05286499895617545), ('rigveda', 0.05282554112554113), ('cadmus', 0.05165654761904763), ('dionysus', 0.03855515873015874), ('baldr', 0.03705781409852619), ('indra', 0.03656770343183385), ('sisyphus', 0.03477228867623604), ('sukkot', 0.03473975468975469), ('santeria', 0.03184434463440549)]"
105245,"[('guru_nanak', 0.10180693134265124), ('beyond_good_and_evil', 0.09109523809523813), ('pragmatism', 0.08582436520338446), ('tlaloc', 0.07822599206349203), ('empedocles', 0.07009722222222224), ('john_stuart_mill', 0.056039691620355235), ('william_james', 0.05496153846153846), ('stoicism', 0.054691400745748596), ('the_sickness_unto_death', 0.053901190476190464), ('martin_heidegger', 0.053880674840518075), ('yom_kippur', 0.05318944301312723)]"
106393,"[('phillips_curve', 0.05173536036036037), ('milton_friedman', 0.051147474747474754), ('sikhism', 0.050291666666666665), ('franz_boas', 0.03390229885057471), ('indra', 0.033398033126294), ('john_stuart_mill', 0.025151927437641726), ('cognitive_dissonance', 0.0025), ('thorstein_veblen', 0.00167989417989418), ('edward_sapir', 0.0016089655172413795), (""arrow's_impossibility_theorem"", 0.0015), ('friedrich_hayek', 0.0012887426900584796)]"
106533,"[('jainism', 0.13383814169570266), ('rama', 0.06831024844720497), ('cadmus', 0.052407738095238104), ('heimdallr', 0.051504395604395604), ('artemis', 0.051343849206349206), ('athena', 0.051169413919413924), ('brahma', 0.05113970640887934), ('epic_of_gilgamesh', 0.05102788215419793), ('seychelles', 0.050985930735930746), ('leviathan_(book)', 0.0502534090909091), ('tlaloc', 0.0348445868945869)]"
106925,"[('vishnu', 0.03355119047619047), ('cybele', 0.02536538461538462), ('the_consolation_of_philosophy', 0.002066666666666667), ('quetzalcoatl', 0.001807142857142857), ('cognitive_dissonance', 0.0016666666666666666), ('john_rawls', 0.0016000000000000003), (""arrow's_impossibility_theorem"", 0.0015), ('orion_(mythology)', 0.0014285714285714288), ('civilization_and_its_discontents', 0.0013761904761904762), ('empedocles', 0.0013750000000000004), ('an_essay_concerning_human_understanding', 0.0012750000000000003)]"
10738,"[('alfred_marshall', 0.1016732026143791), ('dead_sea_scrolls', 0.05345833333333334), ('hera', 0.05183775257001063), ('ruth_benedict', 0.04616574770258981), ('taliesin', 0.03556666666666668), ('bronislaw_malinowski', 0.031588958069492), ('guru_nanak', 0.026838353224862513), ('tezcatlipoca', 0.026825970532612053), ('sisyphus', 0.026480980861244018), ('tantalus', 0.026472222222222227), ('franz_boas', 0.024149689422965283)]"
10752,"[('margaret_mead', 0.02502564102564103), ('cognitive_dissonance', 0.0025), ('upanishads', 0.0013463203463203463), ('stanley_milgram', 0.0013458333333333334), ('gunnar_myrdal', 0.0012833333333333334), ('hathor', 0.0012644927536231885), ('diomedes', 0.0012083333333333334), ('ferdinand_de_saussure', 0.0011678571428571428), ('santeria', 0.0011147058823529413), ('isaiah', 0.001059871703492516), ('stigmata', 0.0010555555555555557)]"
107821,"[('heracles', 0.10173780061732296), ('empedocles', 0.06967777777777781), ('martin_heidegger', 0.0649792220734413), ('john_locke', 0.05485), ('stanley_milgram', 0.05308809523809526), ('hypnos', 0.03738899953215958), ('peter_abelard', 0.036399074074074056), ('rigveda', 0.035311688311688336), ('lake_tanganyika', 0.03438916494133885), ('baldr', 0.0310093702393238), ('heinrich_schliemann', 0.02665)]"
108416,"[('ethics_(book)', 0.06818382352941177), ('coming_of_age_in_samoa', 0.06772900432900435), ('beyond_good_and_evil', 0.0672547619047619), ('baldr', 0.051400501253132835), ('brahma', 0.05084991969695474), ('seychelles', 0.050840909090909096), ('john_kenneth_galbraith', 0.05042320261437909), ('civilization_and_its_discontents', 0.04117655677655679), ('hades', 0.04112122132253712), ('epic_of_gilgamesh', 0.04070290808543098), ('the_gift_(book)', 0.040686956521739134)]"
10850,"[('georg_simmel', 0.10162389258028794), ('max_weber', 0.08056156750226519), ('dionysus', 0.051656565656565664), ('stanley_milgram', 0.051113293650793666), ('hades', 0.05085318102949683), ('tezcatlipoca', 0.05042437076969153), ('ganesha', 0.041618410275381795), ('thomas_hobbes', 0.036043721529015645), ('john_kenneth_galbraith', 0.035153000594177065), ('agni', 0.03388238426910676), ('beyond_good_and_evil', 0.033823809523809534)]"
109452,"[('leviathan_(book)', 0.10138068181818183), ('civilization_and_its_discontents', 0.060614652014652), ('phillips_curve', 0.05331983129041957), ('seychelles', 0.053246536796536806), ('pragmatism', 0.05268809991828194), ('athena', 0.05248672161172162), ('heimdallr', 0.051898168498168494), ('artemis', 0.05164206349206349), ('cadmus', 0.05163690476190477), ('brahma', 0.05137376476906553), ('cognitive_dissonance', 0.04160598290598292)]"
109543,"[('critique_of_pure_reason', 0.004497619047619047), ('pragmatism', 0.00329971504733891), ('the_protestant_ethic_and_the_spirit_of_capitalism', 0.0030423280423280425), ('santeria', 0.0030012088429938327), ('george_santayana', 0.0025075757575757575), ('beyond_good_and_evil', 0.0024563492063492064), ('the_guide_for_the_perplexed', 0.0022756410256410254), ('john_stuart_mill', 0.002199851336415573), ('sikhism', 0.0020041666666666667), ('jainism', 0.0018552993348115302), ('john_locke', 0.0018484126984126983)]"
11046,"[('thorstein_veblen', 0.10271622879036674), ('robert_nozick', 0.10229400584795323), ('abraham_maslow', 0.1021954761024883), ('william_james', 0.10152692307692308), ('guru_nanak', 0.1011282392385674), ('jeremy_bentham', 0.0816945224279267), ('poseidon', 0.05178414352210127), ('krishna', 0.051125779848171155), ('hera', 0.042037153885540995), ('indifference_curve', 0.004261904761904762), ('nominalism', 0.0041666666666666675)]"
