Question ID,Answer
102781,"[('daedalus', 0.017), ('silas_marner', 0.010483766233766236), ('the_heart_is_a_lonely_hunter', 0.0035000000000000005), ('the_house_of_the_spirits', 0.0035), ('light_in_august', 0.0032333333333333337), ('one_hundred_years_of_solitude', 0.0027500000000000003), ('cry,_the_beloved_country', 0.0026666666666666666), ('love_in_the_time_of_cholera', 0.002537887989203779), ('madame_bovary', 0.0022833333333333334), ('the_plague', 0.0022500000000000003), ('invisible_man', 0.00215)]"
103026,"[('arthur_miller', 0.050833333333333335), ('the_trial', 0.020750000000000005), ('the_waste_land', 0.02033333333333334), ('steppenwolf_(novel)', 0.005078968253968253), ('cymbeline', 0.0025), ('the_plague', 0.0015833333333333333), ('oscar_wilde', 0.0015), ('hermann_hesse', 0.0015), ('a_raisin_in_the_sun', 0.0015), ('the_sorrows_of_young_werther', 0.0013333333333333333), ('arthur_rimbaud', 0.0013333333333333333)]"
104916,"[('the_lottery', 0.003), ('spoon_river_anthology', 0.0026666666666666666), ('sinclair_lewis', 0.0024500000000000004), ('nikolai_gogol', 0.0020333333333333336), ('in_search_of_lost_time', 0.002), ('john_steinbeck', 0.0019000000000000002), ('langston_hughes', 0.0015), ('ethan_frome', 0.0015), ('william_carlos_williams', 0.0010666666666666667), ('candide', 0.001), ('madame_bovary', 0.001)]"
105196,"[('eugene_ionesco', 0.025), ('a_farewell_to_arms', 0.020000000000000004), ('invisible_man', 0.0015), ('ethan_frome', 0.0013333333333333333), ('the_rape_of_the_lock', 0.001), ('the_comedy_of_errors', 0.001), ('stephen_crane', 0.001), ('light_in_august', 0.0008333333333333333), ('miguel_de_unamuno', 0.00075), ('chinua_achebe', 0.00075), ('john_steinbeck', 0.00075)]"
105378,"[('cry,_the_beloved_country', 0.002174242424242424), ('yasunari_kawabata', 0.0017333333333333335), ('dylan_thomas', 0.0017000000000000001), ('ralph_ellison', 0.0015), ('the_master_builder', 0.0014999999999999998), ('the_waste_land', 0.0013333333333333333), ('arthur_miller', 0.00125), ('the_bostonians', 0.00125), ('silas_marner', 0.00125), ('bleak_house', 0.0012000000000000001), (""tess_of_the_d'urbervilles"", 0.0011666666666666665)]"
106631,"[('hedda_gabler', 0.05500000000000001), ('william_dean_howells', 0.03333333333333333), ('invisible_man', 0.0035000000000000005), ('the_house_of_the_spirits', 0.0035), ('william_shakespeare', 0.0035), ('death_in_venice', 0.0033333333333333335), ('john_steinbeck', 0.0032000000000000006), ('middlemarch', 0.0031666666666666675), ('emily_dickinson', 0.003), (""july's_people"", 0.003), ('giovanni_boccaccio', 0.003)]"
107044,"[('the_age_of_innocence', 0.002), ('ralph_ellison', 0.002), ('an_american_tragedy', 0.00125), ('j._d._salinger', 0.0011666666666666665), ('lolita', 0.0011666666666666665), ('the_master_builder', 0.001), ('w._h._auden', 0.001), ('one_hundred_years_of_solitude', 0.001), ('stephen_vincent_benet', 0.001), ('pale_fire', 0.001), ('chinua_achebe', 0.001)]"
107205,"[('the_cherry_orchard', 0.049864682539682535), ('the_master_and_margarita', 0.01234920634920635), ('arthur_miller', 0.0037361111111111115), ('love_in_the_time_of_cholera', 0.002926923076923077), ('the_seagull', 0.0029166666666666672), ('a_portrait_of_the_artist_as_a_young_man', 0.002866666666666667), ('jude_the_obscure', 0.0026666666666666666), ('federico_garcia_lorca', 0.0026250000000000006), ('light_in_august', 0.0026083333333333336), ('the_waste_land', 0.0024000000000000002), ('three_sisters_(play)', 0.002075)]"
107709,"[('love_in_the_time_of_cholera', 0.045994094794094796), ('wuthering_heights', 0.026166666666666668), ('the_waste_land', 0.0029000000000000002), ('on_the_road', 0.0019166666666666668), (""who's_afraid_of_virginia_woolf?"", 0.0018333333333333333), ('james_agee', 0.0016666666666666666), ('all_quiet_on_the_western_front', 0.0016166666666666666), ('kate_chopin', 0.0015), ('jack_kerouac', 0.0015), ('cormac_mccarthy', 0.0015), ('beowulf', 0.0015)]"
107716,"[('major_barbara', 0.00679090909090909), ('a_room_with_a_view', 0.0037833333333333334), ('george_bernard_shaw', 0.0033928571428571428), ('ethan_frome', 0.0031935897435897437), ('light_in_august', 0.0026833333333333336), ('one_hundred_years_of_solitude', 0.002666666666666667), ('bleak_house', 0.002666399286987522), ('cymbeline', 0.0026166666666666664), ('a_raisin_in_the_sun', 0.0025694444444444445), ('sister_carrie', 0.0025011904761904767), ('d._h._lawrence', 0.0024083333333333335)]"
107982,"[('the_waste_land', 0.001), ('hard_times', 0.001), ('dubliners', 0.00075), ('light_in_august', 0.00075), ('ambrose_bierce', 0.0005833333333333333), ('hart_crane', 0.0005833333333333333), ('the_rape_of_the_lock', 0.0005), ('chinua_achebe', 0.0005), ('doris_lessing', 0.0005), ('the_trial', 0.0005), ('catch_22', 0.0005)]"
