Question ID,Answer
10192,"[('spin_(physics)', 0.07643285714285714), ('zeeman_effect', 0.052738599506041296), ('magnetic_field', 0.004181818181818182), ('serotonin', 0.004166666666666667), ('friction', 0.0036000000000000003), ('power_(physics)', 0.003552777777777778), ('vitamin_k', 0.0033333333333333335), ('raman_scattering', 0.0033318131868131868), ('equilibrium_constant', 0.003285714285714286), ('diffraction', 0.003183823529411765), ('placenta', 0.0031333333333333335)]"
103061,"[('histone', 0.05640995670995671), ('microtubule', 0.03730555555555554), ('gibbs_free_energy', 0.026911134064304256), ('zeeman_effect', 0.022801235925685722), ('momentum', 0.016396825396825396), ('angular_momentum', 0.013748015873015874), ('ester', 0.006410494513196363), ('placenta', 0.0063166666666666675), ('amine', 0.005966666666666665), ('cartilage', 0.00585), ('dark_matter', 0.005567099567099567)]"
104713,"[('hall_effect', 0.10007142857142858), ('pauli_exclusion_principle', 0.0333921568627451), ('insulin', 0.0020625), ('doppler_effect', 0.0019583333333333336), ('paramagnetism', 0.0017500000000000003), ('mitochondrion', 0.0017428571428571428), ('birefringence', 0.0015), ('amine', 0.0015), ('citric_acid_cycle', 0.0013333333333333333), ('electron_transport_chain', 0.0013333333333333333), ('malaria', 0.0013333333333333333)]"
104825,"[('transfer_rna', 0.005673214285714285), ('microtubule', 0.004655555555555556), ('polarization_(waves)', 0.0046), ('histone', 0.004374242424242424), ('liquid_crystal', 0.004150000000000001), ('amine', 0.00415), ('cartilage', 0.00385), ('citric_acid_cycle', 0.0038333333333333336), ('kidney', 0.00375), ('bose-einstein_condensate', 0.0034969105953148506), ('alkene', 0.0033974358974358976)]"
10493,"[('ferromagnetism', 0.10286578643578646), ('anaphase', 0.10132456140350878), ('zeeman_effect', 0.09311545092969578), ('heat_capacity', 0.06861111111111111), ('torque', 0.06750409394527042), ('infrared_spectroscopy', 0.06716666666666667), ('paramagnetism', 0.0620941391941392), ('helmholtz_free_energy', 0.05263690476190477), ('capacitor', 0.05186904761904763), ('bose-einstein_condensate', 0.05184665807006233), ('gibbs_free_energy', 0.050865739710789774)]"
105007,"[('spin_(physics)', 0.05303666666666666), ('paramagnetism', 0.03753593529119844), ('polarization_(waves)', 0.036766666666666656), ('ferromagnetism', 0.03632535353535352), ('zeeman_effect', 0.02497813802330393), ('doppler_effect', 0.018866666666666667), ('friction', 0.0102), ('angular_momentum', 0.007367857142857144), ('capacitor', 0.007309523809523809), ('ernest_rutherford', 0.007041666666666667), ('raman_scattering', 0.006712564102564101)]"
10521,"[('triton_(moon)', 0.20114285714285715), ('capacitance', 0.050911111111111115), ('raman_scattering', 0.04643666666666667), ('paramagnetism', 0.03538119658119658), ('aldosterone', 0.026194444444444447), ('antibody', 0.02562893772893773), ('ester', 0.02558146551724138), ('vitamin_k', 0.003666666666666667), ('colligative_properties', 0.003), ('chemical_potential', 0.0025), ('liver', 0.002255823939881911)]"
10689,"[('higgs_boson', 0.025500000000000002), ('dark_matter', 0.002874242424242424), ('abscisic_acid', 0.0025714285714285717), ('amine', 0.0025), ('colligative_properties', 0.0025), ('electron_transport_chain', 0.002469298245614035), ('cartilage', 0.0023500000000000005), ('placenta', 0.0023166666666666665), ('chemical_potential', 0.0022), ('citric_acid_cycle', 0.0021666666666666666), ('diffusion', 0.0019871794871794872)]"
107429,"[('brownian_motion', 0.10030000000000001), ('phloem', 0.05159285714285715), ('electron_transport_chain', 0.051083333333333335), ('vorticity', 0.021132478632478635), ('capacitance', 0.01151666666666667), ('bose-einstein_condensate', 0.0028788523533204383), ('vapor_pressure', 0.0028103174603174605), ('cartilage', 0.00275), ('neutron', 0.002703968253968254), ('raman_scattering', 0.0025068131868131865), ('angular_momentum', 0.0024452380952380954)]"
107471,"[('helmholtz_free_energy', 0.03538095238095238), ('pancreas', 0.026374242424242425), ('magnetic_monopole', 0.005024999999999999), ('friction', 0.003), ('colligative_properties', 0.003), ('dark_matter', 0.0029761904761904765), ('capacitor', 0.0029761904761904765), ('heat_capacity', 0.0029166666666666664), ('liquid_crystal', 0.002816666666666667), ('magnetic_field', 0.0026742424242424245), ('cartilage', 0.0026)]"
108094,"[('cyclic_adenosine_monophosphate', 0.41783695652173924), ('aorta', 0.40132142857142855), ('torque', 0.4008634633340517), ('pancreas', 0.25288987382126915), ('spleen', 0.20392169312169306), ('dopamine', 0.2015667600373483), ('angular_momentum', 0.18409880952380947), ('liver', 0.1364730395744888), ('caenorhabditis_elegans', 0.13517222222222222), ('insulin', 0.09981829136336809), ('triton_(moon)', 0.06901904761904763)]"
108535,"[('wittig_reaction', 0.13817419604205314), ('arrhenius_equation', 0.10466508491508489), ('niels_bohr', 0.10423888888888894), ('insulin', 0.10421908263305325), ('photoelectric_effect', 0.10280952380952385), ('electron_transport_chain', 0.05559649122807017), ('ether', 0.05458333333333334), ('aspirin', 0.0536107843137255), ('electronegativity', 0.05318578431372549), ('ester', 0.05269022988505748), ('bose-einstein_condensate', 0.03678155798102608)]"
110054,"[('sulfuric_acid', 0.10103936993020185), ('capacitance', 0.05163055555555556), ('ester', 0.0269873212783852), ('dopamine', 0.026232726423902897), ('aldosterone', 0.026055555555555557), ('raman_scattering', 0.02600123680241327), ('antibody', 0.02583005590900328), ('cholesterol', 0.021784429824561406), ('insulin', 0.021143968456948), ('glycolysis', 0.004543589743589743), ('colligative_properties', 0.004200000000000001)]"
112693,"[('diffraction', 0.034043545751633986), ('capacitor', 0.0035595238095238097), ('colligative_properties', 0.0025), ('glycolysis', 0.0024833333333333335), ('bacteriophage', 0.002376190476190476), ('edward_jenner', 0.002333333333333333), ('vorticity', 0.002295454545454546), ('insulin', 0.002258578431372549), ('electronegativity', 0.0021004901960784313), ('amine', 0.0020666666666666667), ('citric_acid_cycle', 0.002)]"
113057,"[('wittig_reaction', 0.10088484848484848), ('electronegativity', 0.10071834733893559), ('insulin', 0.06795798319327731), ('moment_of_inertia', 0.061274999999999996), ('phloem', 0.050612745098039216), ('electron_transport_chain', 0.003385964912280702), ('cellulose', 0.0023333333333333335), ('atp_synthase', 0.002225), ('momentum', 0.0021111111111111113), ('alcohol', 0.0020357142857142857), ('vitamin_k', 0.002)]"
113659,"[('zeeman_effect', 0.11898321036252496), ('birefringence', 0.10354545454545455), ('hydrazine', 0.10126243279569895), ('vorticity', 0.0875174936174936), ('angular_momentum', 0.07834514652014654), ('sulfuric_acid', 0.07591822297679686), ('helmholtz_free_energy', 0.0677531746031746), ('vapor_pressure', 0.05380882352941177), ('capacitance', 0.05264444444444446), ('raman_scattering', 0.052146625727213965), ('cartilage', 0.05210000000000001)]"
113813,"[('fugacity', 0.10074000000000001), ('surface_tension', 0.10061111111111112), ('hydrazine', 0.10022767857142857), ('adenosine_triphosphate', 0.10020000000000001), ('fermentation', 0.10020000000000001), ('paramagnetism', 0.10011655011655012), ('sulfuric_acid', 0.050173167155425226), ('raman_scattering', 0.033885897435897434), ('electronegativity', 0.0336421568627451), ('gibbs_free_energy', 0.02523448275862069), ('diffraction', 0.0012053571428571428)]"
115780,"[('fugacity', 0.10020000000000001), ('surface_tension', 0.10011111111111112), ('paramagnetism', 0.10009090909090909), ('hydrazine', 0.10007142857142858), ('adenosine_triphosphate', 0.1), ('fermentation', 0.1), ('titanium', 0.051000000000000004), ('capacitance', 0.0505), ('sulfuric_acid', 0.050050000000000004), ('electronegativity', 0.03358333333333333), ('raman_scattering', 0.03353333333333333)]"
116389,"[('apoptosis', 0.1533337662337662), ('infrared_spectroscopy', 0.1355904761904762), ('atp_synthase', 0.11359090909090915), ('vitamin_k', 0.10858333333333337), ('histone', 0.10620043290043296), ('neutron', 0.10341112221112221), ('paramagnetism', 0.10336201386332966), ('bacteriophage', 0.10267857142857144), ('ferromagnetism', 0.06996303030303035), ('mitochondrion', 0.06375911272190347), ('glycine', 0.0616913752913753)]"
122430,"[('mitochondrion', 0.10178827412897182), ('neutrino', 0.0613938492063492), ('diffusion', 0.054570512820512826), ('bose-einstein_condensate', 0.04209071336464954), ('aspirin', 0.0377921568627451), ('doppler_effect', 0.035208333333333335), ('arrhenius_equation', 0.035192038517038525), ('neutron', 0.035036824123588835), ('hall_effect', 0.02619588744588745), ('magnetic_monopole', 0.00929166666666667), ('higgs_boson', 0.00875)]"
145558,"[('pancreas', 0.06883225108225108), ('liver', 0.0362679012345679), ('satyendra_nath_bose', 0.034833333333333334), ('zeeman_effect', 0.03463511273727992), ('heat_capacity', 0.03372222222222222), ('abscisic_acid', 0.0030714285714285713), ('helmholtz_free_energy', 0.0030392857142857144), ('chromatography', 0.0030333333333333336), ('bose-einstein_condensate', 0.002946969696969697), ('cherenkov_radiation', 0.0029352564102564107), ('birefringence', 0.0025613275613275612)]"
147637,"[('pauli_exclusion_principle', 0.0036000000000000003), ('spin_(physics)', 0.0033666666666666667), ('dark_matter', 0.0025833333333333333), ('cellulose', 0.002), ('friction', 0.0016), ('bose-einstein_condensate', 0.0015636363636363636), ('neutron', 0.0015416666666666667), ('serotonin', 0.00125), ('vitamin_k', 0.001), ('doppler_effect', 0.0009583333333333334), ('electronegativity', 0.0008921568627450981)]"
161777,"[('electronegativity', 0.07163353117470764), ('dark_matter', 0.05301948051948053), ('entropy', 0.051223326432022084), ('liver', 0.026512614063338703), ('fugacity', 0.023731529720279726), ('arrhenius_equation', 0.022368620268620274), ('apoptosis', 0.021780952380952387), ('citric_acid_cycle', 0.004333333333333333), ('electron_transport_chain', 0.0037997076023391814), ('amine', 0.003783333333333334), ('spin_(physics)', 0.0036923809523809526)]"
168420,"[('histone', 0.03333333333333333), ('aldosterone', 0.03333333333333333), ('aspirin', 0.025333333333333336), ('insulin', 0.025), ('cellulose', 0.001), ('peptidoglycan', 0.001), ('power_(physics)', 0.0), ('vorticity', 0.0), ('liquid_crystal', 0.0), ('glycine', 0.0), ('lysosome', 0.0)]"
170184,"[('satyendra_nath_bose', 0.1026818181818182), ('cellulose', 0.10200000000000001), ('dark_energy', 0.10155000000000003), ('anthrax', 0.10131111111111114), ('meiosis', 0.10108333333333333), ('phloem', 0.0680889355742297), ('lyme_disease', 0.06774404761904762), ('zeeman_effect', 0.05190429127826154), ('compton_scattering', 0.051825), ('moment_of_inertia', 0.05092777777777777), ('sulfuric_acid', 0.0506348896434635)]"
173894,"[('serotonin', 0.10308333333333335), ('cyclic_adenosine_monophosphate', 0.1020717843459223), ('pauli_exclusion_principle', 0.0755), ('moment_of_inertia', 0.06179137426900584), ('dopamine', 0.060093137254901965), ('anaphase', 0.051944444444444446), ('hemoglobin', 0.05109902597402598), ('liver', 0.035127729677729674), ('aldosterone', 0.03428571428571429), ('glycine', 0.03371969696969697), ('insulin', 0.02762156862745098)]"
