Question ID,Answer
100716,"[('khmer_empire', 0.1018888888888889), ('seneca_falls_convention', 0.05178888888888889), ('aaron_burr', 0.0514611111111111), ('marcus_licinius_crassus', 0.05033333333333334), ('paris_commune', 0.050333333333333334), ('charles_martel', 0.04033333333333334), ('huldrych_zwingli', 0.03333333333333333), ('alexander_kerensky', 0.03333333333333333), ('taiping_rebellion', 0.017101190476190478), ('chester_a._arthur', 0.0035151515151515154), ('john_quincy_adams', 0.003033333333333333)]"
102459,"[('herbert_hoover', 0.10075), ('tammany_hall', 0.08766666666666667), ('roger_b._taney', 0.07500000000000001), ('songhai_empire', 0.06691666666666667), ('labour_party_(uk)', 0.0505), ('vitus_bering', 0.0505), ('charles_martel', 0.050333333333333334), ('battle_of_trenton', 0.05025), ('mali_empire', 0.0502), ('henry_morton_stanley', 0.05), ('rough_riders', 0.05)]"
102774,"[('treaty_of_brest-litovsk', 0.08489444444444445), ('great_northern_war', 0.0691578892884385), ('congress_of_vienna', 0.06508333333333334), ('teutonic_knights', 0.0532354792266557), ('haymarket_affair', 0.05103333333333333), ('whiskey_ring', 0.05), ('paris_commune', 0.03586904761904762), ('alexander_ii_of_russia', 0.035583333333333335), ('battle_of_tannenberg', 0.034866666666666664), ('trent_affair', 0.03383333333333333), ('charles_de_gaulle', 0.033791666666666664)]"
102977,"[('edward_the_confessor', 0.12536666666666668), ('taiping_rebellion', 0.05086666666666666), ('black_panther_party', 0.05066666666666667), ('john_brown_(abolitionist)', 0.05), ('council_of_constance', 0.026250000000000002), ('mary,_queen_of_scots', 0.0252), ('antonio_de_oliveira_salazar', 0.01680952380952381), ('arthur_wellesley,_1st_duke_of_wellington', 0.0026666666666666666), ('teutonic_knights', 0.0024761904761904764), ('oda_nobunaga', 0.002416666666666667), ('alfred_the_great', 0.0022)]"
104790,"[('bay_of_pigs_invasion', 0.052333333333333336), ('trent_affair', 0.05029166666666667), ('jawaharlal_nehru', 0.0355768115942029), ('kwame_nkrumah', 0.035259199134199136), ('rough_riders', 0.034833333333333334), ('crimean_war', 0.03471041181041181), ('guadalcanal', 0.034333333333333334), ('nelson_mandela', 0.033666666666666664), ('bonus_army', 0.033648412698412705), ('league_of_nations', 0.03333333333333333), ('taiping_rebellion', 0.004128822055137845)]"
105161,"[('finland', 0.16991666666666666), ('haymarket_affair', 0.15031111111111112), ('jawaharlal_nehru', 0.07670362318840579), ('treaty_of_tordesillas', 0.0598409090909091), ('margaret_sanger', 0.051000000000000004), ('greenback_party', 0.051000000000000004), ('civilian_conservation_corps', 0.050333333333333334), ('whiskey_ring', 0.050333333333333334), ('magna_carta', 0.05), ('paris_commune', 0.036833333333333336), ('treaty_of_brest-litovsk', 0.036333333333333336)]"
105217,"[(""coxey's_army"", 0.05075), ('tammany_hall', 0.05034358974358975), ('cardinal_mazarin', 0.05016666666666667), ('georges_clemenceau', 0.03403333333333333), ('margaret_sanger', 0.033666666666666664), ('huldrych_zwingli', 0.025416666666666667), ('benito_juarez', 0.0252), ('peterloo_massacre', 0.01303525641025641), ('cleisthenes', 0.002090909090909091), ('congress_of_vienna', 0.002), ('roger_b._taney', 0.0019166666666666668)]"
105322,"[('whiskey_rebellion', 0.08461382783882784), ('haymarket_affair', 0.06838803418803419), ('jacques_cartier', 0.052416666666666674), ('battle_of_trenton', 0.05232662337662338), ('great_northern_war', 0.05214479405034326), ('jacquerie', 0.052000000000000005), ('greenback_party', 0.0517), ('thomas_hart_benton_(politician)', 0.051500000000000004), ('guelphs_and_ghibellines', 0.05125), ('indira_gandhi', 0.05075), ('pancho_villa', 0.050611111111111114)]"
105728,"[('congress_of_berlin', 0.15286666666666668), ('second_vatican_council', 0.13433333333333333), ('council_of_trent', 0.13317042483660133), ('council_of_constance', 0.10244444444444445), ('paris_commune', 0.09515277777777778), ('council_of_chalcedon', 0.06766666666666668), ('battle_of_lepanto', 0.05361904761904763), ('napoleon_iii', 0.051666666666666666), ('alexander_h._stephens', 0.051500000000000004), ('edict_of_nantes', 0.0515), ('louis_riel', 0.051083333333333335)]"
106316,"[('porfirio_diaz', 0.05016666666666667), ('tammany_hall', 0.035825), ('taiping_rebellion', 0.026233333333333334), ('tecumseh', 0.00245), ('battle_of_the_thames', 0.002266666666666667), ('alfred_the_great', 0.002), ('rutherford_b._hayes', 0.002), ('dorr_rebellion', 0.0017), ('seminole_wars', 0.001590909090909091), ('darius_i', 0.0015769230769230769), ('battle_of_trenton', 0.0015595238095238095)]"
107891,"[('teutonic_knights', 0.06758333333333333), ('james_monroe', 0.050833333333333335), ('battle_of_agincourt', 0.05), ('girolamo_savonarola', 0.034208333333333334), ('aaron_burr', 0.03386666666666666), ('gadsden_purchase', 0.03333333333333333), ('william_jennings_bryan', 0.03333333333333333), ('huldrych_zwingli', 0.0262), ('roger_b._taney', 0.025904761904761906), ('atahualpa', 0.025325), ('hartford_convention', 0.025317857142857145)]"
